gene,rep,temp,sex,indv,trait,length,code
57582,2,28,M,10,ForFemurWidth,5.75832983028211,otp
57582,2,28,M,12,ForFemurWidth,5.96832119610627,otp
57582,2,28,M,13,ForFemurWidth,5.86567141764843,otp
57582,2,28,M,14,ForFemurWidth,5.60987313353188,otp
57582,2,28,M,15,ForFemurWidth,5.89578731646331,otp
57582,2,28,F,01,MidFemurWidth,5.76104586825984,otp
57582,2,28,F,02,MidFemurWidth,5.69749583827513,otp
57582,2,28,F,03,MidFemurWidth,5.56721077561656,otp
57582,2,28,F,04,MidFemurWidth,5.52663225437769,otp
57582,2,28,F,05,MidFemurWidth,5.39598818627419,otp
57582,2,28,F,06,MidFemurWidth,5.39598818627419,otp
57582,2,28,F,07,MidFemurWidth,5.4451307535828,otp
57582,2,28,F,08,MidFemurWidth,5.58496250072116,otp
57582,2,28,F,09,MidFemurWidth,5.61741603794712,otp
57582,2,28,F,10,MidFemurWidth,5.44171585375418,otp
57582,2,28,M,06,MidFemurWidth,5.46868105726234,otp
57582,2,28,M,07,MidFemurWidth,5.67021717817648,otp
57582,2,28,M,08,MidFemurWidth,5.46868105726234,otp
57582,2,28,M,09,MidFemurWidth,5.48288054333034,otp
57582,2,28,M,10,MidFemurWidth,5.51705517711543,otp
57582,2,28,M,11,MidFemurWidth,5.47745067454483,otp
57582,2,28,M,12,MidFemurWidth,5.54374332276107,otp
57582,2,28,M,13,MidFemurWidth,5.23227701026829,otp
57582,2,28,M,14,MidFemurWidth,5.39923946637219,otp
57582,2,28,M,15,MidFemurWidth,5.4088816597751,otp
62960,2,28,F,01,ForFemurWidth,5.90245953304255,CG30457
62960,2,28,F,02,ForFemurWidth,5.66012428479201,CG30457
62960,2,28,F,03,ForFemurWidth,5.66123654022343,CG30457
62960,2,28,F,04,ForFemurWidth,5.78135971352466,CG30457
62960,2,28,F,05,ForFemurWidth,5.58652457437824,CG30457
62960,2,28,F,06,ForFemurWidth,5.7873018554183,CG30457
62960,2,28,F,07,ForFemurWidth,5.68369645430652,CG30457
62960,2,28,F,08,ForFemurWidth,5.81854383291705,CG30457
62960,2,28,F,09,ForFemurWidth,5.55685854266655,CG30457
62960,2,28,F,10,ForFemurWidth,5.67352815774457,CG30457
62960,2,28,F,11,ForFemurWidth,5.8073549220576,CG30457
62960,2,28,F,12,ForFemurWidth,5.79295943915889,CG30457
62960,2,28,F,13,ForFemurWidth,5.83311779013673,CG30457
62960,2,28,F,14,ForFemurWidth,5.94684780538748,CG30457
62960,2,28,F,15,ForFemurWidth,5.67491255290801,CG30457
62960,2,28,M,01,ForFemurWidth,5.54008928198252,CG30457
62960,2,28,M,02,ForFemurWidth,5.80596308066532,CG30457
62960,2,28,M,03,ForFemurWidth,5.90549531590843,CG30457
62960,2,28,M,04,ForFemurWidth,5.72664051588531,CG30457
62960,2,28,M,05,ForFemurWidth,5.7227665546338,CG30457
62960,2,28,F,01,MidFemurWidth,5.4140678627745,CG30457
62960,2,28,F,02,MidFemurWidth,5.3728476519226,CG30457
62960,2,28,F,03,MidFemurWidth,5.63398330465893,CG30457
62960,2,28,F,04,MidFemurWidth,5.4594316186373,CG30457
62960,2,28,F,05,MidFemurWidth,5.46903938155716,CG30457
62960,2,28,F,06,MidFemurWidth,5.48899694078528,CG30457
62960,2,28,F,07,MidFemurWidth,5.54008928198252,CG30457
62960,2,28,F,08,MidFemurWidth,5.45381385767649,CG30457
62960,2,28,F,09,MidFemurWidth,5.46090634820725,CG30457
62960,2,28,F,10,MidFemurWidth,5.46090634820725,CG30457
62960,2,28,F,11,MidFemurWidth,5.60015079287889,CG30457
62960,2,28,F,12,MidFemurWidth,5.507350665725,CG30457
62960,2,28,F,13,MidFemurWidth,5.57009856808917,CG30457
62960,2,28,F,14,MidFemurWidth,5.6450098843911,CG30457
62960,2,28,F,15,MidFemurWidth,5.73226919950145,CG30457
62960,2,28,M,01,MidFemurWidth,5.4088816597751,CG30457
62960,2,28,M,02,MidFemurWidth,5.43209085719863,CG30457
62960,2,28,M,03,MidFemurWidth,5.25833047261243,CG30457
62960,2,28,M,04,MidFemurWidth,5.45493258307557,CG30457
62960,2,28,M,05,MidFemurWidth,5.45720027436361,CG30457
attp2,2,25,F,01,ForFemurWidth,5.63601551517852,control
attp2,2,25,F,02,ForFemurWidth,5.88264304936184,control
attp2,2,25,F,03,ForFemurWidth,5.55979769575487,control
attp2,2,25,F,04,ForFemurWidth,5.82395311640506,control
attp2,2,25,F,05,ForFemurWidth,6.12633278259501,control
attp2,2,25,F,06,ForFemurWidth,5.74114335495532,control
attp2,2,25,F,07,ForFemurWidth,5.89005751138785,control
attp2,2,25,F,08,ForFemurWidth,5.65417773002203,control
attp2,2,25,F,09,ForFemurWidth,5.5197934862411,control
attp2,2,25,F,10,ForFemurWidth,5.78135971352466,control
attp2,2,25,F,11,ForFemurWidth,5.80596308066532,control
attp2,2,25,F,12,ForFemurWidth,5.65786862339084,control
attp2,2,25,F,13,ForFemurWidth,5.61591649235675,control
attp2,2,25,F,14,ForFemurWidth,5.61591649235675,control
attp2,2,25,F,15,ForFemurWidth,5.97654693984849,control
attp2,2,25,F,01,MidFemurWidth,5.67214243285383,control
attp2,2,25,F,02,MidFemurWidth,5.67547723060941,control
attp2,2,25,F,03,MidFemurWidth,5.27056631741578,control
attp2,2,25,F,04,MidFemurWidth,5.38408435367657,control
attp2,2,25,F,05,MidFemurWidth,5.78421604335827,control
attp2,2,25,F,06,MidFemurWidth,5.28540221886225,control
attp2,2,25,F,07,MidFemurWidth,5.3308810343143,control
attp2,2,25,F,08,MidFemurWidth,5.44625622988956,control
attp2,2,25,F,09,MidFemurWidth,5.29296575471765,control
attp2,2,25,F,10,MidFemurWidth,5.55685854266655,control
attp2,2,25,F,11,MidFemurWidth,5.47745067454483,control
attp2,2,25,F,12,MidFemurWidth,5.59645813955899,control
attp2,2,25,F,13,MidFemurWidth,5.51257455814701,control
attp2,2,25,F,14,MidFemurWidth,5.55458885167764,control
attp2,2,25,F,15,MidFemurWidth,5.69963491377698,control
attp40,1,25,M,07,ForFemurWidth,5.7873018554183,control
attp40,1,25,M,08,ForFemurWidth,5.9506317112678,control
attp40,1,25,M,09,ForFemurWidth,5.62456884631593,control
attp40,1,25,M,10,ForFemurWidth,5.84521403070769,control
attp40,1,25,M,11,ForFemurWidth,6.00910078936379,control
attp40,1,25,M,12,ForFemurWidth,5.75832983028211,control
attp40,1,25,M,13,ForFemurWidth,5.48899694078528,control
attp40,1,25,M,14,ForFemurWidth,5.89578731646331,control
attp40,1,25,M,15,ForFemurWidth,5.86416137714484,control
attp40,1,25,M,07,MidFemurWidth,5.50909406574708,control
attp40,1,25,M,08,MidFemurWidth,5.71784090148577,control
attp40,1,25,M,09,MidFemurWidth,5.75832983028211,control
attp40,1,25,M,10,MidFemurWidth,5.58526303088387,control
attp40,1,25,M,11,MidFemurWidth,5.65217096050559,control
attp40,1,25,M,12,MidFemurWidth,5.56754544764375,control
attp40,1,25,M,13,MidFemurWidth,5.56754544764375,control
attp40,1,25,M,14,MidFemurWidth,5.67047213886299,control
attp40,1,25,M,15,MidFemurWidth,5.49005662446431,control
35010,2,28,F,01,ForFemurWidth,5.68997002548213,dysf
35010,2,28,F,02,ForFemurWidth,5.33489001455384,dysf
35010,2,28,F,03,ForFemurWidth,5.65217096050559,dysf
35010,2,28,F,04,ForFemurWidth,5.83995958748953,dysf
35010,2,28,F,05,ForFemurWidth,5.17548468091829,dysf
35010,2,28,F,06,ForFemurWidth,5.49751656595427,dysf
35010,2,28,F,07,ForFemurWidth,5.816727690127,dysf
35010,2,28,F,08,ForFemurWidth,5.58496250072116,dysf
35010,2,28,F,09,ForFemurWidth,5.70603317629569,dysf
35010,2,28,F,10,ForFemurWidth,5.85064942624019,dysf
35010,2,28,F,01,MidFemurWidth,5.83488815451396,dysf
35010,2,28,F,02,MidFemurWidth,5.54272236185832,dysf
35010,2,28,F,03,MidFemurWidth,4.65758284500096,dysf
35010,2,28,F,04,MidFemurWidth,5.36565754707976,dysf
35010,2,28,F,05,MidFemurWidth,5.498952893396,dysf
35010,2,28,F,06,MidFemurWidth,5.507350665725,dysf
35010,2,28,F,07,MidFemurWidth,5.89005751138785,dysf
35010,2,28,F,08,MidFemurWidth,5.23786960086751,dysf
35010,2,28,F,09,MidFemurWidth,5.68969053633174,dysf
35010,2,28,F,10,MidFemurWidth,5.78965101199611,dysf
35010xSAM,2,25,F,01,ForFemurWidth,5.67987414774662,control
35010xSAM,2,25,F,02,ForFemurWidth,5.75832983028211,control
35010xSAM,2,25,F,03,ForFemurWidth,5.816727690127,control
35010xSAM,2,25,F,04,ForFemurWidth,5.80482799402856,control
35010xSAM,2,25,F,05,ForFemurWidth,5.55326833503514,control
35010xSAM,2,25,M,01,ForFemurWidth,5.78230371409402,control
35010xSAM,2,25,M,02,ForFemurWidth,5.82056192796384,control
35010xSAM,2,25,M,03,ForFemurWidth,5.57519129414717,control
35010xSAM,2,25,M,04,ForFemurWidth,5.94016675048282,control
35010xSAM,2,25,M,05,ForFemurWidth,5.81308853134574,control
35010xSAM,2,25,F,01,MidFemurWidth,5.46090634820725,control
35010xSAM,2,25,F,02,MidFemurWidth,5.39434264366862,control
35010xSAM,2,25,F,03,MidFemurWidth,5.76569385836515,control
35010xSAM,2,25,F,04,MidFemurWidth,5.66095142826012,control
35010xSAM,2,25,F,05,MidFemurWidth,5.80227077910635,control
35010xSAM,2,25,M,01,MidFemurWidth,5.32282949762889,control
35010xSAM,2,25,M,02,MidFemurWidth,5.44018813786831,control
35010xSAM,2,25,M,03,MidFemurWidth,5.25240051985986,control
35010xSAM,2,25,M,04,MidFemurWidth,5.69830183646953,control
35010xSAM,2,25,M,05,MidFemurWidth,5.61591649235675,control
53680,1,25,F,01,ForFemurWidth,5.99025148855081,CG13285
53680,1,25,F,02,ForFemurWidth,5.69103159072868,CG13285
53680,1,25,F,03,ForFemurWidth,5.7873018554183,CG13285
53680,1,25,F,04,ForFemurWidth,5.83289001416474,CG13285
53680,1,25,F,05,ForFemurWidth,5.82056192796384,CG13285
53680,1,25,M,01,ForFemurWidth,5.75808993420181,CG13285
53680,1,25,M,02,ForFemurWidth,6.05978788280749,CG13285
53680,1,25,M,03,ForFemurWidth,5.85042440166727,CG13285
53680,1,25,M,04,ForFemurWidth,6.4255767942255,CG13285
53680,1,25,M,05,ForFemurWidth,5.90689059560852,CG13285
53680,1,25,F,01,MidFemurWidth,5.45081534691373,CG13285
53680,1,25,F,02,MidFemurWidth,5.54374332276107,CG13285
53680,1,25,F,03,MidFemurWidth,5.62868612114475,CG13285
53680,1,25,F,04,MidFemurWidth,5.76030079822566,CG13285
53680,1,25,F,05,MidFemurWidth,5.51705517711543,CG13285
53680,1,25,M,01,MidFemurWidth,5.58056761602445,CG13285
53680,1,25,M,02,MidFemurWidth,5.48468596764894,CG13285
53680,1,25,M,03,MidFemurWidth,5.56754544764375,CG13285
53680,1,25,M,04,MidFemurWidth,5.45720027436361,CG13285
53680,1,25,M,05,MidFemurWidth,5.9627803538048,CG13285
33746,2,28,F,06,ForFemurWidth,5.52356195605701,grn
33746,2,28,F,07,ForFemurWidth,5.68588409859881,grn
33746,2,28,F,08,ForFemurWidth,5.75587567692952,grn
33746,2,28,F,09,ForFemurWidth,5.88347419348552,grn
33746,2,28,F,10,ForFemurWidth,5.88594036032474,grn
33746,2,28,F,11,ForFemurWidth,5.59398115310175,grn
33746,2,28,F,12,ForFemurWidth,5.59275601044103,grn
33746,2,28,F,13,ForFemurWidth,5.72585019962716,grn
33746,2,28,F,14,ForFemurWidth,5.75832983028211,grn
33746,2,28,F,15,ForFemurWidth,5.68234856099057,grn
33746,2,28,M,01,ForFemurWidth,5.70603317629569,grn
33746,2,28,M,02,ForFemurWidth,5.79623433517576,grn
33746,2,28,M,03,ForFemurWidth,5.86140953719551,grn
33746,2,28,M,04,ForFemurWidth,5.8082820708894,grn
33746,2,28,M,05,ForFemurWidth,5.75710327544756,grn
33746,2,28,M,06,ForFemurWidth,5.68997002548213,grn
33746,2,28,M,07,ForFemurWidth,5.73633427697511,grn
33746,2,28,M,08,ForFemurWidth,5.76617108910985,grn
33746,2,28,M,09,ForFemurWidth,5.70523148705474,grn
33746,2,28,M,10,ForFemurWidth,5.69668938953767,grn
33746,2,28,M,11,ForFemurWidth,5.83000173483992,grn
33746,2,28,M,12,ForFemurWidth,5.6450098843911,grn
33746,2,28,M,13,ForFemurWidth,5.67132168254606,grn
33746,2,28,M,14,ForFemurWidth,5.6450098843911,grn
33746,2,28,M,15,ForFemurWidth,5.64731450954714,grn
33746,2,28,F,01,ForFemurWidth,5.56721077561656,grn
33746,2,28,F,02,ForFemurWidth,5.60744868387118,grn
33746,2,28,F,03,ForFemurWidth,5.74717253703546,grn
33746,2,28,F,04,ForFemurWidth,5.3308810343143,grn
33746,2,28,F,05,ForFemurWidth,5.69668938953767,grn
33746,2,28,F,01,MidFemurWidth,5.53974817900401,grn
33746,2,28,F,02,MidFemurWidth,5.41683974191283,grn
33746,2,28,F,03,MidFemurWidth,5.55065444994586,grn
33746,2,28,F,04,MidFemurWidth,5.67795919015958,grn
33746,2,28,F,05,MidFemurWidth,5.53203637337672,grn
33746,2,28,F,06,MidFemurWidth,5.61470984411521,grn
33746,2,28,F,07,MidFemurWidth,5.31513144352349,grn
33746,2,28,F,08,MidFemurWidth,5.45381385767649,grn
33746,2,28,F,09,MidFemurWidth,5.45081534691373,grn
33746,2,28,F,10,MidFemurWidth,5.85237344958027,grn
33746,2,28,F,11,MidFemurWidth,5.59615993268286,grn
33746,2,28,F,12,MidFemurWidth,5.39882918244463,grn
33746,2,28,F,13,MidFemurWidth,5.64183500155537,grn
33746,2,28,F,14,MidFemurWidth,5.43596189543763,grn
33746,2,28,F,15,MidFemurWidth,5.55753262765066,grn
33746,2,28,M,01,MidFemurWidth,5.45381385767649,grn
33746,2,28,M,02,MidFemurWidth,5.35755200461808,grn
33746,2,28,M,03,MidFemurWidth,5.44817413597714,grn
33746,2,28,M,04,MidFemurWidth,5.4266673111036,grn
33746,2,28,M,05,MidFemurWidth,5.32998464975842,grn
33746,2,28,M,06,MidFemurWidth,5.61591649235675,grn
33746,2,28,M,07,MidFemurWidth,5.66377155748241,grn
33746,2,28,M,08,MidFemurWidth,5.35927517163798,grn
33746,2,28,M,09,MidFemurWidth,5.31922050252387,grn
33746,2,28,M,10,MidFemurWidth,5.48071750924146,grn
33746,2,28,M,11,MidFemurWidth,5.49005662446431,grn
33746,2,28,M,12,MidFemurWidth,5.63369275504645,grn
33746,2,28,M,13,MidFemurWidth,5.67352815774457,grn
33746,2,28,M,14,MidFemurWidth,5.64385618977472,grn
33746,2,28,M,15,MidFemurWidth,5.86416137714484,grn
62960,1,28,F,01,ForFemurWidth,5.70603317629569,CG30457
62960,1,28,F,02,ForFemurWidth,5.80389862205684,CG30457
62960,1,28,F,03,ForFemurWidth,5.76982462299575,CG30457
62960,1,28,F,04,ForFemurWidth,5.75832983028211,CG30457
62960,1,28,F,05,ForFemurWidth,5.77560369685385,CG30457
62960,1,28,F,06,ForFemurWidth,5.83134525063509,CG30457
62960,1,28,F,07,ForFemurWidth,5.74792441623844,CG30457
62960,1,28,F,08,ForFemurWidth,5.83289001416474,CG30457
62960,1,28,F,09,ForFemurWidth,5.3588533618138,CG30457
62960,1,28,F,10,ForFemurWidth,5.70945607291646,CG30457
62960,1,28,F,11,ForFemurWidth,5.83488815451396,CG30457
62960,1,28,F,12,ForFemurWidth,5.90467676550867,CG30457
62960,1,28,F,13,ForFemurWidth,5.87093182154401,CG30457
62960,1,28,F,14,ForFemurWidth,5.78965101199611,CG30457
62960,1,28,F,15,ForFemurWidth,5.79623433517576,CG30457
62960,1,28,M,01,ForFemurWidth,6.1668560125236,CG30457
62960,1,28,M,02,ForFemurWidth,5.85107437691762,CG30457
62960,1,28,M,03,ForFemurWidth,5.87093182154401,CG30457
62960,1,28,M,04,ForFemurWidth,5.81308853134574,CG30457
62960,1,28,M,05,ForFemurWidth,5.8791175913577,CG30457
62960,1,28,M,06,ForFemurWidth,5.75832983028211,CG30457
62960,1,28,M,07,ForFemurWidth,5.89598114892913,CG30457
62960,1,28,M,08,ForFemurWidth,5.89598114892913,CG30457
62960,1,28,M,09,ForFemurWidth,5.74717253703546,CG30457
62960,1,28,M,10,ForFemurWidth,5.70603317629569,CG30457
62960,1,28,M,11,ForFemurWidth,5.81308853134574,CG30457
62960,1,28,M,12,ForFemurWidth,5.94380414383475,CG30457
62960,1,28,M,13,ForFemurWidth,5.9324864314912,CG30457
62960,1,28,M,14,ForFemurWidth,5.73175347140729,CG30457
62960,1,28,M,15,ForFemurWidth,5.9627803538048,CG30457
62960,1,28,F,01,MidFemurWidth,5.63369275504645,CG30457
62960,1,28,F,02,MidFemurWidth,5.27198585174972,CG30457
62960,1,28,F,03,MidFemurWidth,5.5111833686246,CG30457
62960,1,28,F,04,MidFemurWidth,5.70043971814109,CG30457
62960,1,28,F,05,MidFemurWidth,5.44893397949968,CG30457
62960,1,28,F,06,MidFemurWidth,5.53069504230877,CG30457
62960,1,28,F,07,MidFemurWidth,5.59738218934868,CG30457
62960,1,28,F,08,MidFemurWidth,5.57009856808917,CG30457
62960,1,28,F,09,MidFemurWidth,5.63717549436895,CG30457
62960,1,28,F,10,MidFemurWidth,5.47200029214035,CG30457
62960,1,28,F,11,MidFemurWidth,5.37951699777172,CG30457
62960,1,28,F,12,MidFemurWidth,5.60866141798756,CG30457
62960,1,28,F,13,MidFemurWidth,5.48288054333034,CG30457
62960,1,28,F,14,MidFemurWidth,5.43596189543763,CG30457
62960,1,28,F,15,MidFemurWidth,5.68997002548213,CG30457
62960,1,28,M,01,MidFemurWidth,5.78421604335827,CG30457
62960,1,28,M,02,MidFemurWidth,5.49005662446431,CG30457
62960,1,28,M,03,MidFemurWidth,5.46610501923389,CG30457
62960,1,28,M,04,MidFemurWidth,5.51740168727463,CG30457
62960,1,28,M,05,MidFemurWidth,5.59890111367609,CG30457
62960,1,28,M,06,MidFemurWidth,5.73175347140729,CG30457
62960,1,28,M,07,MidFemurWidth,5.40769264866568,CG30457
62960,1,28,M,08,MidFemurWidth,5.56754544764375,CG30457
62960,1,28,M,09,MidFemurWidth,5.63456422839823,CG30457
62960,1,28,M,10,MidFemurWidth,5.36565754707976,CG30457
62960,1,28,M,11,MidFemurWidth,5.69668938953767,CG30457
62960,1,28,M,12,MidFemurWidth,5.51740168727463,CG30457
62960,1,28,M,13,MidFemurWidth,5.67270819562222,CG30457
62960,1,28,M,14,MidFemurWidth,5.56367677269341,CG30457
62960,1,28,M,15,MidFemurWidth,5.77367990992383,CG30457
attp2,1,28,F,06,ForFemurWidth,5.42780727796182,control
attp2,1,28,F,07,ForFemurWidth,5.68969053633174,control
attp2,1,28,F,08,ForFemurWidth,5.67547723060941,control
attp2,1,28,F,09,ForFemurWidth,5.54902221535933,control
attp2,1,28,F,10,ForFemurWidth,5.89435699720226,control
attp2,1,28,F,06,MidFemurWidth,5.52663225437769,control
attp2,1,28,F,07,MidFemurWidth,5.28728758759697,control
attp2,1,28,F,08,MidFemurWidth,5.29296575471765,control
attp2,1,28,F,09,MidFemurWidth,5.70282374292348,control
attp2,1,28,F,10,MidFemurWidth,5.52663225437769,control
attp40,2,28,F,01,ForFemurWidth,5.78206777185372,control
attp40,2,28,F,02,ForFemurWidth,5.80389862205684,control
attp40,2,28,F,03,ForFemurWidth,5.52559910792231,control
attp40,2,28,F,04,ForFemurWidth,5.83973288924343,control
attp40,2,28,F,05,ForFemurWidth,5.82193976281456,control
attp40,2,28,F,06,ForFemurWidth,5.68425770505893,control
attp40,2,28,F,07,ForFemurWidth,5.79366182868012,control
attp40,2,28,F,08,ForFemurWidth,6.05978788280749,control
attp40,2,28,F,09,ForFemurWidth,5.71964892755976,control
attp40,2,28,F,10,ForFemurWidth,5.61500424163503,control
attp40,2,28,F,11,ForFemurWidth,5.80482799402856,control
attp40,2,28,F,12,ForFemurWidth,5.7281654197152,control
attp40,2,28,F,13,ForFemurWidth,5.64414469993285,control
attp40,2,28,F,14,ForFemurWidth,5.72484123612263,control
attp40,2,28,F,15,ForFemurWidth,5.88347419348552,control
attp40,2,28,M,01,ForFemurWidth,5.84061429350435,control
attp40,2,28,M,02,ForFemurWidth,5.89005751138785,control
attp40,2,28,M,03,ForFemurWidth,5.78706672923972,control
attp40,2,28,M,04,ForFemurWidth,5.83973288924343,control
attp40,2,28,M,05,ForFemurWidth,5.8624761882084,control
attp40,2,28,M,06,ForFemurWidth,5.79295943915889,control
attp40,2,28,M,07,ForFemurWidth,5.8094144442359,control
attp40,2,28,M,08,ForFemurWidth,5.81854383291705,control
attp40,2,28,M,09,ForFemurWidth,5.55979769575487,control
attp40,2,28,M,10,ForFemurWidth,5.67795919015958,control
attp40,2,28,M,11,ForFemurWidth,5.60015079287889,control
attp40,2,28,M,12,ForFemurWidth,5.4246869930491,control
attp40,2,28,M,13,ForFemurWidth,5.83973288924343,control
attp40,2,28,M,14,ForFemurWidth,5.68369645430652,control
attp40,2,28,M,15,ForFemurWidth,5.67214243285383,control
attp40,2,28,F,01,MidFemurWidth,5.6059387368422,control
attp40,2,28,F,02,MidFemurWidth,5.49326304228613,control
attp40,2,28,F,03,MidFemurWidth,5.65102298054418,control
attp40,2,28,F,04,MidFemurWidth,5.71130216733923,control
attp40,2,28,F,05,MidFemurWidth,5.46868105726234,control
attp40,2,28,F,06,MidFemurWidth,5.4101036211561,control
attp40,2,28,F,07,MidFemurWidth,5.52559910792231,control
attp40,2,28,F,08,MidFemurWidth,5.65786862339084,control
attp40,2,28,F,09,MidFemurWidth,5.47745067454483,control
attp40,2,28,F,10,MidFemurWidth,5.3728476519226,control
attp40,2,28,F,11,MidFemurWidth,5.45081534691373,control
attp40,2,28,F,12,MidFemurWidth,5.54008928198252,control
attp40,2,28,F,13,MidFemurWidth,5.37910106570026,control
attp40,2,28,F,14,MidFemurWidth,5.44018813786831,control
attp40,2,28,F,15,MidFemurWidth,5.47200029214035,control
attp40,2,28,M,01,MidFemurWidth,5.49005662446431,control
attp40,2,28,M,02,MidFemurWidth,5.40769264866568,control
attp40,2,28,M,03,MidFemurWidth,5.5111833686246,control
attp40,2,28,M,04,MidFemurWidth,5.60136967457099,control
attp40,2,28,M,05,MidFemurWidth,5.50070646497177,control
attp40,2,28,M,06,MidFemurWidth,5.4262647547021,control
attp40,2,28,M,07,MidFemurWidth,5.54902221535933,control
attp40,2,28,M,08,MidFemurWidth,5.51705517711543,control
attp40,2,28,M,09,MidFemurWidth,5.55326833503514,control
attp40,2,28,M,10,MidFemurWidth,5.7279204545632,control
attp40,2,28,M,11,MidFemurWidth,5.5063036135595,control
attp40,2,28,M,12,MidFemurWidth,5.35755200461808,control
attp40,2,28,M,13,MidFemurWidth,5.36565754707976,control
attp40,2,28,M,14,MidFemurWidth,5.37910106570026,control
attp40,2,28,M,15,MidFemurWidth,5.47890710873746,control
33746,1,25,F,01,ForFemurWidth,5.89760347428054,grn
33746,1,25,F,02,ForFemurWidth,5.81513989054657,grn
33746,1,25,F,03,ForFemurWidth,5.5197934862411,grn
33746,1,25,F,04,ForFemurWidth,5.74241049699545,grn
33746,1,25,F,05,ForFemurWidth,5.83311779013673,grn
33746,1,25,F,06,ForFemurWidth,5.79366182868012,grn
33746,1,25,F,07,ForFemurWidth,5.71154997029548,grn
33746,1,25,F,08,ForFemurWidth,5.66687018544739,grn
33746,1,25,F,09,ForFemurWidth,5.8094144442359,grn
33746,1,25,F,10,ForFemurWidth,5.7873018554183,grn
33746,1,25,F,11,ForFemurWidth,5.84061429350435,grn
33746,1,25,F,12,ForFemurWidth,5.55065444994586,grn
33746,1,25,F,13,ForFemurWidth,5.8939446080163,grn
33746,1,25,F,15,ForFemurWidth,5.66209153819845,grn
33746,1,25,M,06,ForFemurWidth,5.70523148705474,grn
33746,1,25,M,07,ForFemurWidth,5.80596308066532,grn
33746,1,25,M,08,ForFemurWidth,5.77920718135888,grn
33746,1,25,M,09,ForFemurWidth,5.77367990992383,grn
33746,1,25,M,10,ForFemurWidth,5.84521403070769,grn
33746,1,25,M,11,ForFemurWidth,5.83088910254178,grn
33746,1,25,M,12,ForFemurWidth,5.76617108910985,grn
33746,1,25,M,13,ForFemurWidth,5.67352815774457,grn
33746,1,25,M,14,ForFemurWidth,5.67933934190341,grn
33746,1,25,M,15,ForFemurWidth,5.81762325751143,grn
33746,1,25,F,01,MidFemurWidth,5.47890710873746,grn
33746,1,25,F,02,MidFemurWidth,5.58526303088387,grn
33746,1,25,F,03,MidFemurWidth,5.55031583610607,grn
33746,1,25,F,04,MidFemurWidth,5.65672517002125,grn
33746,1,25,F,05,MidFemurWidth,5.63398330465893,grn
33746,1,25,F,06,MidFemurWidth,5.5249099323566,grn
33746,1,25,F,07,MidFemurWidth,5.61591649235675,grn
33746,1,25,F,08,MidFemurWidth,5.34369206917902,grn
33746,1,25,F,09,MidFemurWidth,5.44018813786831,grn
33746,1,25,F,10,MidFemurWidth,5.51153129179318,grn
33746,1,25,F,11,MidFemurWidth,5.58526303088387,grn
33746,1,25,F,12,MidFemurWidth,5.67132168254606,grn
33746,1,25,F,13,MidFemurWidth,5.50070646497177,grn
33746,1,25,F,14,MidFemurWidth,5.48613511958811,grn
33746,1,25,F,15,MidFemurWidth,5.56623674259629,grn
33746,1,25,M,06,MidFemurWidth,5.59490679026094,grn
33746,1,25,M,07,MidFemurWidth,5.71964892755976,grn
33746,1,25,M,08,MidFemurWidth,5.40769264866568,grn
33746,1,25,M,09,MidFemurWidth,5.39396527566024,grn
33746,1,25,M,10,MidFemurWidth,5.25092368713658,grn
33746,1,25,M,11,MidFemurWidth,5.52663225437769,grn
33746,1,25,M,12,MidFemurWidth,5.66687018544739,grn
33746,1,25,M,13,MidFemurWidth,5.57519129414717,grn
33746,1,25,M,14,MidFemurWidth,5.64414469993285,grn
33746,1,25,M,15,MidFemurWidth,5.4266673111036,grn
33746,1,28,F,01,ForFemurWidth,5.82931682092131,grn
33746,1,28,F,02,ForFemurWidth,5.68425770505893,grn
33746,1,28,F,03,ForFemurWidth,5.65672517002125,grn
33746,1,28,F,04,ForFemurWidth,5.67877617412388,grn
33746,1,28,F,05,ForFemurWidth,5.87953424003161,grn
33746,1,28,F,06,ForFemurWidth,5.76495118550817,grn
33746,1,28,F,07,ForFemurWidth,5.82283210158867,grn
33746,1,28,F,08,ForFemurWidth,5.75710327544756,grn
33746,1,28,F,09,ForFemurWidth,5.61229351573825,grn
33746,1,28,F,10,ForFemurWidth,5.4266673111036,grn
33746,1,28,F,11,ForFemurWidth,5.67795919015958,grn
33746,1,28,F,12,ForFemurWidth,5.78159577158167,grn
33746,1,28,F,13,ForFemurWidth,5.65672517002125,grn
33746,1,28,F,14,ForFemurWidth,5.66123654022343,grn
33746,1,28,F,15,ForFemurWidth,5.85648777949568,grn
33746,1,28,M,11,ForFemurWidth,5.6533180277237,grn
33746,1,28,M,12,ForFemurWidth,5.68997002548213,grn
33746,1,28,M,13,ForFemurWidth,5.71366832420338,grn
33746,1,28,M,14,ForFemurWidth,5.75512793130174,grn
33746,1,28,M,15,ForFemurWidth,5.48036207410859,grn
33746,1,28,F,01,MidFemurWidth,5.30826621088637,grn
33746,1,28,F,02,MidFemurWidth,5.55031583610607,grn
33746,1,28,F,03,MidFemurWidth,5.498952893396,grn
33746,1,28,F,04,MidFemurWidth,5.58276673189038,grn
33746,1,28,F,05,MidFemurWidth,5.37826884164205,grn
33746,1,28,F,06,MidFemurWidth,5.498952893396,grn
33746,1,28,F,07,MidFemurWidth,5.21365834146748,grn
33746,1,28,F,09,MidFemurWidth,5.35021433796647,grn
