gene,rep,temp,sex,indv,trait,length,code
35010,1,28,M,01,ForFemurLength,7.76819756045053,dysf
35010,1,28,M,02,ForFemurLength,7.79651988628195,dysf
35010,1,28,M,03,ForFemurLength,7.84859164518664,dysf
35010,1,28,M,04,ForFemurLength,7.89013049087751,dysf
35010,1,28,M,05,ForFemurLength,7.8500180183816,dysf
35010,1,28,M,06,ForFemurLength,7.84008551556895,dysf
35010,1,28,M,07,ForFemurLength,7.74820626994603,dysf
35010,1,28,M,08,ForFemurLength,7.77804426594828,dysf
35010,1,28,M,09,ForFemurLength,7.6653501308594,dysf
35010,1,28,M,10,ForFemurLength,7.84655599686918,dysf
35010,1,28,M,01,MidFemurLength,7.96662657264181,dysf
35010,1,28,M,02,MidFemurLength,7.75401895208599,dysf
35010,1,28,M,03,MidFemurLength,7.99463063398,dysf
35010,1,28,M,04,MidFemurLength,7.96742225603685,dysf
35010,1,28,M,05,MidFemurLength,7.98185265328974,dysf
35010,1,28,M,06,MidFemurLength,7.97210672733845,dysf
35010,1,28,M,07,MidFemurLength,8.02042441520043,dysf
35010,1,28,M,08,MidFemurLength,7.96004828297139,dysf
35010,1,28,M,09,MidFemurLength,7.98921849876519,dysf
35010xSAM,2,28,F,01,ForFemurLength,7.88590986420803,control
35010xSAM,2,28,F,02,ForFemurLength,7.93905022710671,control
35010xSAM,2,28,F,03,ForFemurLength,7.9456311112054,control
35010xSAM,2,28,F,04,ForFemurLength,7.90729329176704,control
35010xSAM,2,28,F,05,ForFemurLength,7.95462091216421,control
35010xSAM,2,28,F,01,MidFemurLength,8.12463831417871,control
35010xSAM,2,28,F,02,MidFemurLength,8.16645435458961,control
35010xSAM,2,28,F,03,MidFemurLength,7.93735616343903,control
35010xSAM,2,28,F,04,MidFemurLength,8.17955085918808,control
35010xSAM,2,28,F,05,MidFemurLength,8.23029909759219,control
57582,2,28,F,11,ForFemurLength,7.90128325815222,otp
57582,2,28,F,12,ForFemurLength,7.85488084709444,otp
57582,2,28,F,13,ForFemurLength,7.84685056064773,otp
57582,2,28,F,14,ForFemurLength,7.81379401511596,otp
57582,2,28,F,15,ForFemurLength,7.80182473970446,otp
57582,2,28,F,11,MidFemurLength,7.95292757719695,otp
57582,2,28,F,12,MidFemurLength,8.09305833151948,otp
57582,2,28,F,13,MidFemurLength,8.16580644553892,otp
57582,2,28,F,14,MidFemurLength,8.08852325661663,otp
57582,2,28,F,15,MidFemurLength,8.07982608349949,otp
57582,1,28,F,01,ForFemurLength,7.92720313949625,otp
57582,1,28,F,02,ForFemurLength,7.94484673557299,otp
57582,1,28,F,03,ForFemurLength,7.89995502639943,otp
57582,1,28,F,04,ForFemurLength,7.87274258916897,otp
57582,1,28,F,05,ForFemurLength,7.94581836172608,otp
57582,1,28,F,06,ForFemurLength,7.51457993544691,otp
57582,1,28,F,01,MidFemurLength,7.83643544325425,otp
57582,1,28,F,02,MidFemurLength,8.09864799278397,otp
57582,1,28,F,03,MidFemurLength,8.10944414302239,otp
57582,1,28,F,04,MidFemurLength,8.14610021700579,otp
57582,1,28,F,05,MidFemurLength,8.14932542517524,otp
57582,1,28,F,06,MidFemurLength,8.17496062624803,otp
62960,2,28,M,06,ForFemurLength,7.79024422140525,CG30457
62960,2,28,M,07,ForFemurLength,7.76210294117232,CG30457
62960,2,28,M,08,ForFemurLength,7.88579397308512,CG30457
62960,2,28,M,09,ForFemurLength,7.78790255939143,CG30457
62960,2,28,M,10,ForFemurLength,7.83594933129941,CG30457
62960,2,28,M,06,MidFemurLength,8.09407240589997,CG30457
62960,2,28,M,07,MidFemurLength,7.9971851274825,CG30457
62960,2,28,M,08,MidFemurLength,8.00190355193081,CG30457
62960,2,28,M,09,MidFemurLength,8.01128317275203,CG30457
62960,2,28,M,10,MidFemurLength,7.97620895476733,CG30457
attp2,1,25,F,06,ForFemurLength,7.92856574876568,control
attp2,1,25,F,07,ForFemurLength,7.90855474596607,control
attp2,1,25,F,08,ForFemurLength,7.91749739604376,control
attp2,1,25,F,09,ForFemurLength,7.99788512782911,control
attp2,1,25,F,10,ForFemurLength,7.99271179118974,control
attp2,1,25,M,01,ForFemurLength,7.8368898413601,control
attp2,1,25,M,02,ForFemurLength,7.77742629113914,control
attp2,1,25,M,03,ForFemurLength,7.89540563267449,control
attp2,1,25,M,04,ForFemurLength,7.87819808771222,control
attp2,1,25,M,05,ForFemurLength,7.85886375386174,control
attp2,1,25,M,09,ForFemurLength,7.89202058948121,control
attp2,1,25,M,10,ForFemurLength,7.82082994337377,control
attp2,1,25,F,06,MidFemurLength,8.14807485961614,control
attp2,1,25,F,07,MidFemurLength,8.12873159597255,control
attp2,1,25,F,08,MidFemurLength,8.3586863613489,control
attp2,1,25,F,09,MidFemurLength,8.19974594984854,control
attp2,1,25,F,10,MidFemurLength,8.22116174142819,control
attp2,1,25,M,01,MidFemurLength,7.91956652869609,control
attp2,1,25,M,02,MidFemurLength,7.91498301655724,control
attp2,1,25,M,03,MidFemurLength,8.03974158460541,control
attp2,1,25,M,04,MidFemurLength,8.04029520133835,control
attp2,1,25,M,05,MidFemurLength,8.10467213128256,control
attp2,1,25,M,09,MidFemurLength,8.01001331528818,control
attp2,1,25,M,10,MidFemurLength,7.9916748940128,control
35010,1,28,F,01,ForFemurLength,7.86430378451786,dysf
35010,1,28,F,02,ForFemurLength,7.93230925499659,dysf
35010,1,28,F,03,ForFemurLength,7.86688943756343,dysf
35010,1,28,F,04,ForFemurLength,7.87871921172949,dysf
35010,1,28,F,05,ForFemurLength,7.90755167934881,dysf
35010,1,28,F,06,ForFemurLength,7.92044813862828,dysf
35010,1,28,F,07,ForFemurLength,7.94214498733969,dysf
35010,1,28,F,08,ForFemurLength,7.88244741643173,dysf
35010,1,28,F,09,ForFemurLength,7.87148637958173,dysf
35010,1,28,F,10,ForFemurLength,7.89364737212764,dysf
35010,1,28,F,11,ForFemurLength,7.87625293991362,dysf
35010,1,28,F,12,ForFemurLength,7.92127564683975,dysf
35010,1,28,F,13,ForFemurLength,7.87944846925819,dysf
35010,1,28,F,14,ForFemurLength,8.00651122536593,dysf
35010,1,28,F,15,ForFemurLength,7.86232120069787,dysf
35010,1,28,F,01,MidFemurLength,8.12633278259501,dysf
35010,1,28,F,02,MidFemurLength,8.10369695116612,dysf
35010,1,28,F,03,MidFemurLength,8.0924770300761,dysf
35010,1,28,F,04,MidFemurLength,8.13977643619342,dysf
35010,1,28,F,05,MidFemurLength,8.10515423489303,dysf
35010,1,28,F,06,MidFemurLength,8.10444150302839,dysf
35010,1,28,F,07,MidFemurLength,8.13157919578848,dysf
35010,1,28,F,08,MidFemurLength,8.16892278185294,dysf
35010,1,28,F,09,MidFemurLength,8.13897313533827,dysf
35010,1,28,F,10,MidFemurLength,8.09614586934576,dysf
35010,1,28,F,11,MidFemurLength,8.07173049656741,dysf
35010,1,28,F,12,MidFemurLength,8.13413364421068,dysf
35010,1,28,F,13,MidFemurLength,8.13241232986512,dysf
35010,1,28,F,14,MidFemurLength,8.1532530753361,dysf
35010,1,28,F,15,MidFemurLength,8.14983855502519,dysf
35010xSAM,2,25,F,05,ForFemurLength,7.95124391089384,control
35010xSAM,2,25,F,06,ForFemurLength,7.86402514824203,control
35010xSAM,2,25,F,07,ForFemurLength,7.91308687015989,control
35010xSAM,2,25,F,08,ForFemurLength,7.93809167846554,control
35010xSAM,2,25,F,09,ForFemurLength,7.93102703002098,control
35010xSAM,2,25,F,10,ForFemurLength,7.90192882003766,control
35010xSAM,2,25,F,11,ForFemurLength,7.99523010272793,control
35010xSAM,2,25,F,12,ForFemurLength,7.92241195281461,control
35010xSAM,2,25,F,13,ForFemurLength,7.92040049780831,control
35010xSAM,2,25,F,14,ForFemurLength,7.94314774465629,control
35010xSAM,2,25,F,15,ForFemurLength,7.95039842401253,control
35010xSAM,2,25,M,06,ForFemurLength,7.87735162644926,control
35010xSAM,2,25,M,07,ForFemurLength,7.87180053453995,control
35010xSAM,2,25,M,08,ForFemurLength,7.85396446826408,control
35010xSAM,2,25,M,09,ForFemurLength,7.8676988209975,control
35010xSAM,2,25,M,10,ForFemurLength,7.87048185673293,control
35010xSAM,2,25,M,11,ForFemurLength,7.86466283635612,control
35010xSAM,2,25,M,12,ForFemurLength,7.87048185673293,control
35010xSAM,2,25,M,13,ForFemurLength,7.84597922979782,control
35010xSAM,2,25,M,14,ForFemurLength,7.83316840213606,control
35010xSAM,2,25,M,15,ForFemurLength,7.84860416336518,control
35010xSAM,2,25,F,05,MidFemurLength,8.14194873517758,control
35010xSAM,2,25,F,06,MidFemurLength,8.01915702073309,control
35010xSAM,2,25,F,07,MidFemurLength,8.23857192939349,control
35010xSAM,2,25,F,08,MidFemurLength,8.12748883792323,control
35010xSAM,2,25,F,09,MidFemurLength,8.22512065568444,control
35010xSAM,2,25,F,10,MidFemurLength,8.15425104378082,control
35010xSAM,2,25,F,11,MidFemurLength,8.19981464447199,control
35010xSAM,2,25,F,12,MidFemurLength,8.08160060653692,control
35010xSAM,2,25,F,13,MidFemurLength,8.14577424292976,control
35010xSAM,2,25,F,14,MidFemurLength,8.17616816138913,control
35010xSAM,2,25,F,15,MidFemurLength,8.17375207955379,control
35010xSAM,2,25,M,06,MidFemurLength,8.05639385872348,control
35010xSAM,2,25,M,07,MidFemurLength,8.00910078936379,control
35010xSAM,2,25,M,08,MidFemurLength,8.06458110919057,control
35010xSAM,2,25,M,09,MidFemurLength,8.05672982791224,control
35010xSAM,2,25,M,10,MidFemurLength,8.12900475606821,control
35010xSAM,2,25,M,11,MidFemurLength,8.09073171908946,control
35010xSAM,2,25,M,12,MidFemurLength,8.05500580203704,control
35010xSAM,2,25,M,13,MidFemurLength,8.03658025784056,control
35010xSAM,2,25,M,14,MidFemurLength,8.03190792712738,control
35010xSAM,2,25,M,15,MidFemurLength,8.02946945062268,control
57410,2,28,F,08,ForFemurLength,7.74274057997985,bab1
57410,2,28,F,09,ForFemurLength,7.89090870914745,bab1
57410,2,28,F,10,ForFemurLength,7.82017896241519,bab1
57410,2,28,F,11,ForFemurLength,7.76363067112569,bab1
57410,2,28,F,12,ForFemurLength,7.85200508145074,bab1
57410,2,28,F,13,ForFemurLength,7.78711898281334,bab1
57410,2,28,F,14,ForFemurLength,7.64011476237614,bab1
57410,2,28,F,15,ForFemurLength,7.84807830632248,bab1
57410,2,28,M,01,ForFemurLength,7.91704978688353,bab1
57410,2,28,F,07,MidFemurLength,7.96741072752679,bab1
57410,2,28,F,08,MidFemurLength,7.9546906977587,bab1
57410,2,28,F,09,MidFemurLength,7.97730282323946,bab1
57410,2,28,F,10,MidFemurLength,7.98812794899298,bab1
57410,2,28,F,11,MidFemurLength,8.08129168738556,bab1
57410,2,28,F,12,MidFemurLength,8.03675606895814,bab1
57410,2,28,F,13,MidFemurLength,7.93634937113664,bab1
57410,2,28,F,14,MidFemurLength,7.91133805431046,bab1
57410,2,28,F,15,MidFemurLength,8.01103152770332,bab1
57410,2,28,M,01,MidFemurLength,8.04145655784372,bab1
57582,2,28,F,01,ForFemurLength,7.90009394424464,otp
57582,2,28,F,02,ForFemurLength,7.84680042637934,otp
57582,2,28,F,03,ForFemurLength,7.85931735632215,otp
57582,2,28,F,04,ForFemurLength,7.86698213807949,otp
57582,2,28,F,05,ForFemurLength,7.90009394424464,otp
57582,2,28,F,06,ForFemurLength,7.85894454282026,otp
57582,2,28,F,07,ForFemurLength,7.89176547958691,otp
57582,2,28,F,08,ForFemurLength,7.89478139238627,otp
57582,2,28,F,09,ForFemurLength,7.87001941791194,otp
57582,2,28,F,10,ForFemurLength,7.82395311640506,otp
57582,2,28,M,06,ForFemurLength,7.759881527174,otp
57582,2,28,M,07,ForFemurLength,7.78523666080553,otp
57582,2,28,M,08,ForFemurLength,7.83932978216199,otp
57582,2,28,M,09,ForFemurLength,7.77037978532536,otp
57582,2,28,M,10,ForFemurLength,7.80265206577531,otp
57582,2,28,M,11,ForFemurLength,7.81768720534242,otp
57582,2,28,M,12,ForFemurLength,7.784988115373,otp
57582,2,28,M,13,ForFemurLength,7.77323813098799,otp
57582,2,28,M,14,ForFemurLength,7.80477637795583,otp
57582,2,28,M,15,ForFemurLength,7.76718468058873,otp
57582,2,28,F,01,MidFemurLength,8.08116383941987,otp
57582,2,28,F,02,MidFemurLength,8.10309893415281,otp
57582,2,28,F,03,MidFemurLength,8.1065210656954,otp
57582,2,28,F,04,MidFemurLength,8.07703465633259,otp
57582,2,28,F,05,MidFemurLength,8.13501149417822,otp
57582,2,28,F,06,MidFemurLength,8.06323327464039,otp
57582,2,28,F,07,MidFemurLength,8.10967919598967,otp
57582,2,28,F,08,MidFemurLength,8.07801200338479,otp
57582,2,28,F,09,MidFemurLength,8.07916474203731,otp
57582,2,28,F,10,MidFemurLength,8.06286644570446,otp
57582,2,28,M,06,MidFemurLength,7.99922772606998,otp
57582,2,28,M,07,MidFemurLength,7.84330553757272,otp
57582,2,28,M,08,MidFemurLength,7.96837880137054,otp
57582,2,28,M,09,MidFemurLength,7.9676297534662,otp
57582,2,28,M,10,MidFemurLength,7.96689184920312,otp
57582,2,28,M,11,MidFemurLength,7.95142460588543,otp
57582,2,28,M,12,MidFemurLength,7.96040745198908,otp
57582,2,28,M,13,MidFemurLength,7.93981425749555,otp
57582,2,28,M,14,MidFemurLength,7.91695427895322,otp
57582,2,28,M,15,MidFemurLength,7.90551336693295,otp
62960,2,28,F,01,ForFemurLength,7.96167541437882,CG30457
62960,2,28,F,02,ForFemurLength,7.90781602804859,CG30457
62960,2,28,F,03,ForFemurLength,7.93908549895558,CG30457
62960,2,28,F,04,ForFemurLength,7.87827780122667,CG30457
62960,2,28,F,05,ForFemurLength,7.9143133693738,CG30457
62960,2,28,F,06,ForFemurLength,7.87101193754448,CG30457
62960,2,28,F,07,ForFemurLength,7.91467812647207,CG30457
62960,2,28,F,08,ForFemurLength,7.92618923436347,CG30457
62960,2,28,F,09,ForFemurLength,7.86685235568913,CG30457
62960,2,28,F,10,ForFemurLength,7.82950710740627,CG30457
62960,2,28,F,11,ForFemurLength,7.9018865958468,CG30457
62960,2,28,F,12,ForFemurLength,7.94581836172608,CG30457
62960,2,28,F,13,ForFemurLength,7.89385968972538,CG30457
62960,2,28,F,14,ForFemurLength,7.93078463826422,CG30457
62960,2,28,F,15,ForFemurLength,7.86200497453812,CG30457
62960,2,28,M,01,ForFemurLength,7.7936553266417,CG30457
62960,2,28,M,02,ForFemurLength,7.7775512222878,CG30457
62960,2,28,M,03,ForFemurLength,7.79391538532406,CG30457
62960,2,28,M,04,ForFemurLength,7.82872677326884,CG30457
62960,2,28,M,05,ForFemurLength,7.73011685017792,CG30457
62960,2,28,F,01,MidFemurLength,8.28079860320696,CG30457
62960,2,28,F,02,MidFemurLength,8.11554310823681,CG30457
62960,2,28,F,03,MidFemurLength,8.15318212744097,CG30457
62960,2,28,F,04,MidFemurLength,8.12620370108004,CG30457
62960,2,28,F,05,MidFemurLength,8.09291038609996,CG30457
62960,2,28,F,06,MidFemurLength,8.14133571148672,CG30457
62960,2,28,F,07,MidFemurLength,8.09093280189453,CG30457
62960,2,28,F,08,MidFemurLength,8.10023130561138,CG30457
62960,2,28,F,09,MidFemurLength,8.13134768424619,CG30457
62960,2,28,F,10,MidFemurLength,8.14982839580908,CG30457
62960,2,28,F,11,MidFemurLength,8.06741284790214,CG30457
62960,2,28,F,12,MidFemurLength,8.05059964414719,CG30457
62960,2,28,F,13,MidFemurLength,8.12279694094791,CG30457
62960,2,28,F,14,MidFemurLength,8.12028454057784,CG30457
62960,2,28,F,15,MidFemurLength,8.24483950114555,CG30457
62960,2,28,M,01,MidFemurLength,7.97100316058855,CG30457
62960,2,28,M,02,MidFemurLength,8.02773463180945,CG30457
62960,2,28,M,03,MidFemurLength,8.10572521443632,CG30457
62960,2,28,M,04,MidFemurLength,8.03469443560379,CG30457
62960,2,28,M,05,MidFemurLength,8.03675606895814,CG30457
attp2,2,25,F,01,ForFemurLength,7.91292525350172,control
attp2,2,25,F,02,ForFemurLength,7.92656879107202,control
attp2,2,25,F,03,ForFemurLength,7.91690055296374,control
attp2,2,25,F,04,ForFemurLength,7.93504715346561,control
attp2,2,25,F,05,ForFemurLength,7.90729329176704,control
attp2,2,25,F,06,ForFemurLength,7.89297988475707,control
attp2,2,25,F,07,ForFemurLength,7.86994541394296,control
attp2,2,25,F,08,ForFemurLength,7.96730696679053,control
attp2,2,25,F,09,ForFemurLength,7.90533886423443,control
attp2,2,25,F,10,ForFemurLength,7.876516946565,control
attp2,2,25,F,11,ForFemurLength,7.91838027091285,control
attp2,2,25,F,12,ForFemurLength,7.9546906977587,control
attp2,2,25,F,13,ForFemurLength,7.97575627444488,control
attp2,2,25,F,14,ForFemurLength,7.88393844790833,control
attp2,2,25,F,15,ForFemurLength,7.93712071941261,control
attp2,2,25,F,01,MidFemurLength,8.12260025097881,control
attp2,2,25,F,02,MidFemurLength,8.1286285032487,control
attp2,2,25,F,03,MidFemurLength,8.119838585728,control
attp2,2,25,F,04,MidFemurLength,8.15605273006157,control
attp2,2,25,F,05,MidFemurLength,8.12546513276478,control
attp2,2,25,F,06,MidFemurLength,8.11158432297412,control
attp2,2,25,F,07,MidFemurLength,8.15076782068372,control
attp2,2,25,F,08,MidFemurLength,8.18183802637907,control
attp2,2,25,F,09,MidFemurLength,8.14825285176772,control
attp2,2,25,F,10,MidFemurLength,8.12619337405989,control
attp2,2,25,F,11,MidFemurLength,8.26806940665144,control
attp2,2,25,F,12,MidFemurLength,8.12039341559244,control
attp2,2,25,F,13,MidFemurLength,8.03138416780383,control
attp2,2,25,F,14,MidFemurLength,8.11434099456704,control
attp2,2,25,F,15,MidFemurLength,8.10584043061093,control
attp40,1,25,M,07,ForFemurLength,7.86632074405991,control
attp40,1,25,M,08,ForFemurLength,7.86619090215535,control
attp40,1,25,M,09,ForFemurLength,7.83705389439887,control
attp40,1,25,M,10,ForFemurLength,7.86801380171134,control
attp40,1,25,M,11,ForFemurLength,7.87812450209712,control
attp40,1,25,M,12,ForFemurLength,7.87526402058505,control
attp40,1,25,M,13,ForFemurLength,7.77831372526595,control
attp40,1,25,M,14,ForFemurLength,7.86014962546414,control
attp40,1,25,M,15,ForFemurLength,7.88677570320601,control
attp40,1,25,M,07,MidFemurLength,8.02450807194363,control
attp40,1,25,M,08,MidFemurLength,8.05037109150121,control
attp40,1,25,M,09,MidFemurLength,8.02153524878054,control
attp40,1,25,M,10,MidFemurLength,8.0675042753179,control
attp40,1,25,M,11,MidFemurLength,8.01336734253682,control
attp40,1,25,M,12,MidFemurLength,8.06323327464039,control
attp40,1,25,M,13,MidFemurLength,7.9624275593597,control
attp40,1,25,M,14,MidFemurLength,8.1082578471918,control
attp40,1,25,M,15,MidFemurLength,8.04365618888469,control
35010,2,28,F,01,ForFemurLength,7.79255606098523,dysf
35010,2,28,F,02,ForFemurLength,7.82910747679545,dysf
35010,2,28,F,03,ForFemurLength,7.90091509821994,dysf
35010,2,28,F,04,ForFemurLength,7.87921563716567,dysf
35010,2,28,F,05,ForFemurLength,7.8798037721273,dysf
35010,2,28,F,06,ForFemurLength,7.82474239958353,dysf
35010,2,28,F,07,ForFemurLength,7.86004406566847,dysf
35010,2,28,F,08,ForFemurLength,7.85990744740786,dysf
35010,2,28,F,09,ForFemurLength,7.75467375373121,dysf
35010,2,28,F,10,ForFemurLength,7.81524878745297,dysf
35010,2,28,F,01,MidFemurLength,8.11268970861459,dysf
35010,2,28,F,02,MidFemurLength,8.03658025784056,dysf
35010,2,28,F,03,MidFemurLength,8.05589517956898,dysf
35010,2,28,F,04,MidFemurLength,8.07663925688038,dysf
35010,2,28,F,05,MidFemurLength,8.13995034053131,dysf
35010,2,28,F,06,MidFemurLength,8.09232373885492,dysf
35010,2,28,F,07,MidFemurLength,8.11434099456704,dysf
35010,2,28,F,08,MidFemurLength,8.05534209458889,dysf
35010,2,28,F,09,MidFemurLength,7.94171669728433,dysf
35010,2,28,F,10,MidFemurLength,8.00092393059564,dysf
35010xSAM,2,25,F,01,ForFemurLength,7.94523897669612,control
35010xSAM,2,25,F,02,ForFemurLength,7.91985847272593,control
35010xSAM,2,25,F,03,ForFemurLength,7.88163403268673,control
35010xSAM,2,25,F,04,ForFemurLength,7.95138963442747,control
35010xSAM,2,25,F,05,ForFemurLength,7.87796505372071,control
35010xSAM,2,25,M,01,ForFemurLength,7.81610046201376,control
35010xSAM,2,25,M,02,ForFemurLength,7.71868355919522,control
35010xSAM,2,25,M,03,ForFemurLength,7.86067110170355,control
35010xSAM,2,25,M,04,ForFemurLength,7.93124573884791,control
35010xSAM,2,25,M,05,ForFemurLength,7.84364473067512,control
35010xSAM,2,25,F,01,MidFemurLength,8.14982839580908,control
35010xSAM,2,25,F,02,MidFemurLength,8.23693263066322,control
35010xSAM,2,25,F,03,MidFemurLength,8.19684798457436,control
35010xSAM,2,25,F,04,MidFemurLength,8.21248665776096,control
35010xSAM,2,25,F,05,MidFemurLength,8.17892871932354,control
35010xSAM,2,25,M,01,MidFemurLength,8.00983981185458,control
35010xSAM,2,25,M,02,MidFemurLength,8.00071553452151,control
35010xSAM,2,25,M,03,MidFemurLength,7.98317603841743,control
35010xSAM,2,25,M,04,MidFemurLength,7.98141315788001,control
35010xSAM,2,25,M,05,MidFemurLength,8.01123843906239,control
53680,1,25,F,01,ForFemurLength,7.9208411153772,CG13285
53680,1,25,F,02,ForFemurLength,7.84118062630707,CG13285
53680,1,25,F,03,ForFemurLength,7.89987046116142,CG13285
53680,1,25,F,04,ForFemurLength,7.92986199474333,CG13285
53680,1,25,F,05,ForFemurLength,7.81349903659747,CG13285
53680,1,25,M,01,ForFemurLength,7.92417710292345,CG13285
53680,1,25,M,02,ForFemurLength,7.77994255349205,CG13285
53680,1,25,M,03,ForFemurLength,7.85488084709444,CG13285
53680,1,25,M,04,ForFemurLength,7.83290266932889,CG13285
53680,1,25,M,05,ForFemurLength,7.87412069778282,CG13285
53680,1,25,F,01,MidFemurLength,8.16381066525917,CG13285
53680,1,25,F,02,MidFemurLength,8.15207691696652,CG13285
53680,1,25,F,03,MidFemurLength,8.10845127473885,CG13285
53680,1,25,F,04,MidFemurLength,8.15560757871302,CG13285
53680,1,25,F,05,MidFemurLength,8.16727763303746,CG13285
53680,1,25,M,01,MidFemurLength,8.02913259490688,CG13285
53680,1,25,M,02,MidFemurLength,8.04714027529201,CG13285
53680,1,25,M,03,MidFemurLength,8.04008693482194,CG13285
53680,1,25,M,04,MidFemurLength,7.84882321390876,CG13285
53680,1,25,M,05,MidFemurLength,7.88110172142877,CG13285
33746,2,28,F,06,ForFemurLength,7.79535136516656,grn
33746,2,28,F,07,ForFemurLength,7.76118552606384,grn
33746,2,28,F,08,ForFemurLength,7.82053001805063,grn
33746,2,28,F,09,ForFemurLength,7.83594933129941,grn
33746,2,28,F,10,ForFemurLength,7.8035047491683,grn
33746,2,28,F,11,ForFemurLength,7.79904196203669,grn
33746,2,28,F,12,ForFemurLength,7.89939922121523,grn
33746,2,28,F,13,ForFemurLength,7.82263455985913,grn
33746,2,28,F,14,ForFemurLength,7.85532324346093,grn
33746,2,28,F,15,ForFemurLength,7.81980866572742,grn
33746,2,28,M,01,ForFemurLength,7.74732025852224,grn
33746,2,28,M,02,ForFemurLength,7.74592973487641,grn
33746,2,28,M,03,ForFemurLength,7.75352431301749,grn
33746,2,28,M,04,ForFemurLength,7.78114985171021,grn
33746,2,28,M,05,ForFemurLength,7.72516854485091,grn
33746,2,28,M,06,ForFemurLength,7.74993644999986,grn
33746,2,28,M,07,ForFemurLength,7.71249260920653,grn
33746,2,28,M,08,ForFemurLength,7.70012062529837,grn
33746,2,28,M,09,ForFemurLength,7.83524828413284,grn
33746,2,28,M,10,ForFemurLength,7.77275663571434,grn
33746,2,28,M,11,ForFemurLength,7.76032741449658,grn
33746,2,28,M,12,ForFemurLength,7.79688323323955,grn
33746,2,28,M,13,ForFemurLength,7.79745402220681,grn
33746,2,28,M,14,ForFemurLength,7.73197064254942,grn
33746,2,28,M,15,ForFemurLength,7.76649578089267,grn
33746,2,28,F,01,ForFemurLength,7.84855408999927,grn
33746,2,28,F,02,ForFemurLength,7.78867266157622,grn
33746,2,28,F,03,ForFemurLength,7.84773389129798,grn
33746,2,28,F,04,ForFemurLength,8.00395072596403,grn
33746,2,28,F,05,ForFemurLength,7.76705884847016,grn
33746,2,28,F,01,MidFemurLength,8.09962659052984,grn
33746,2,28,F,02,MidFemurLength,8.07195032927591,grn
33746,2,28,F,03,MidFemurLength,8.03594276287848,grn
33746,2,28,F,04,MidFemurLength,7.81768720534242,grn
33746,2,28,F,05,MidFemurLength,8.00645512277172,grn
33746,2,28,F,06,MidFemurLength,7.99314219623285,grn
33746,2,28,F,07,MidFemurLength,7.97038778553064,grn
33746,2,28,F,08,MidFemurLength,8.08076424148888,grn
33746,2,28,F,09,MidFemurLength,8.05574879535504,grn
33746,2,28,F,10,MidFemurLength,8.04851956926017,grn
33746,2,28,F,11,MidFemurLength,8.02540537027377,grn
33746,2,28,F,12,MidFemurLength,8.06019873762013,grn
33746,2,28,F,13,MidFemurLength,8.0576127286945,grn
33746,2,28,F,14,MidFemurLength,8.09877956335936,grn
33746,2,28,F,15,MidFemurLength,7.98842906855004,grn
33746,2,28,M,01,MidFemurLength,7.97172747147544,grn
33746,2,28,M,02,MidFemurLength,7.97769778654246,grn
33746,2,28,M,03,MidFemurLength,7.92423649802102,grn
33746,2,28,M,04,MidFemurLength,7.97154355395077,grn
33746,2,28,M,05,MidFemurLength,7.93465213118968,grn
33746,2,28,M,06,MidFemurLength,7.97469564416495,grn
33746,2,28,M,07,MidFemurLength,7.92969632958372,grn
33746,2,28,M,08,MidFemurLength,7.94841395779287,grn
33746,2,28,M,09,MidFemurLength,7.97117564854802,grn
33746,2,28,M,10,MidFemurLength,8.08696417664582,grn
33746,2,28,M,11,MidFemurLength,7.97788092123445,grn
33746,2,28,M,12,MidFemurLength,7.95743872787556,grn
33746,2,28,M,13,MidFemurLength,7.96218460154985,grn
33746,2,28,M,14,MidFemurLength,7.91891092888435,grn
33746,2,28,M,15,MidFemurLength,7.99550713147523,grn
62960,1,28,F,01,ForFemurLength,7.9102169789358,CG30457
62960,1,28,F,02,ForFemurLength,7.90339986292342,CG30457
62960,1,28,F,03,ForFemurLength,7.89761557433079,CG30457
62960,1,28,F,04,ForFemurLength,7.85875809993542,CG30457
62960,1,28,F,05,ForFemurLength,7.8976760730598,CG30457
62960,1,28,F,06,ForFemurLength,7.96063912649131,CG30457
62960,1,28,F,07,ForFemurLength,7.9268711788485,CG30457
62960,1,28,F,08,ForFemurLength,7.90106599480017,CG30457
62960,1,28,F,09,ForFemurLength,7.8756940688053,CG30457
62960,1,28,F,10,ForFemurLength,7.90400231628369,CG30457
62960,1,28,F,11,ForFemurLength,7.82667559138693,CG30457
62960,1,28,F,12,ForFemurLength,7.90328536833863,CG30457
62960,1,28,F,13,ForFemurLength,7.88875542348859,CG30457
62960,1,28,F,14,ForFemurLength,7.92280439507536,CG30457
62960,1,28,F,15,ForFemurLength,7.94713428118621,CG30457
62960,1,28,M,02,ForFemurLength,7.81992359556066,CG30457
62960,1,28,M,03,ForFemurLength,7.81041096933189,CG30457
62960,1,28,M,04,ForFemurLength,7.81355034154203,CG30457
62960,1,28,M,05,ForFemurLength,7.85465024872943,CG30457
62960,1,28,M,06,ForFemurLength,7.83088910254178,CG30457
62960,1,28,M,07,ForFemurLength,7.84084085330394,CG30457
62960,1,28,M,08,ForFemurLength,7.83273814353553,CG30457
62960,1,28,M,09,ForFemurLength,7.82781902461732,CG30457
62960,1,28,M,10,ForFemurLength,7.73731495456777,CG30457
62960,1,28,M,11,ForFemurLength,7.80287174453764,CG30457
